kind,id,file,heading,id,nom,name,definition,filiation,niveau_consensus,chapitres,sources,concept,related_atoms,usage_chapitres,prudence,label,source_id,atoms,statut,source_label,source_short_title,source_year,type_unite,atomes,source_ids,atomes_associes,fonction_argumentative,nom_en,usage_repo,atomes_lies,relations,risques,liens,titre,concepts,fiabilite,resume,origine,motifs_associes,concepts_derives,chapters,nom_original,critiques,nom_fr
concept,CONCEPT-dialogue_interieur_pronominal,registers/s56_barone_structuring_registers.md,Concepts,CONCEPT-dialogue_interieur_pronominal,dialogue intérieur pronominal,,"Lecture de l’opposition I / You dans les textes de Curtis comme dialogue avec soi-même et distance de soi.
",,,"[""Chapitre 4"", ""Chapitre 11"", ""Chapitre 12""]","[""S56""]",,,,,,S56,,stabilise,"S56 — Barone, Directionless so plain to see, 2021","Linda Barone, Directionless so plain to see. (Di)Versioni stilistiche, letterarie e traduttive, 2021",2021,concept,"[""S56-A015"", ""S56-A016"", ""S56-A017""]",,,,,,,,,,,,,,,,,,,,
concept,CONCEPT-temps_curtisien,registers/s56_barone_structuring_registers.md,Concepts,CONCEPT-temps_curtisien,temps curtisien,,"Motif lexical et existentiel articulant attente, passage, perte, répétition, suspension et direction absente.
",,,"[""Chapitre 4"", ""Chapitre 11""]","[""S56""]",,,,,,S56,,stabilise,"S56 — Barone, Directionless so plain to see, 2021","Linda Barone, Directionless so plain to see. (Di)Versioni stilistiche, letterarie e traduttive, 2021",2021,concept,"[""S56-A018"", ""S56-A011""]",,,,,,,,,,,,,,,,,,,,
concept,CONCEPT-mind_style_curtis,registers/s56_barone_structuring_registers.md,Concepts,CONCEPT-mind_style_curtis,mind style de Curtis,,"Forme cognitive et stylistique reconnaissable de l’écriture de Curtis. À ne pas confondre avec une lecture clinique.
",,,"[""Chapitre 4"", ""Chapitre 11"", ""Chapitre 12""]","[""S56""]",,,,,,S56,,stabilise,"S56 — Barone, Directionless so plain to see, 2021","Linda Barone, Directionless so plain to see. (Di)Versioni stilistiche, letterarie e traduttive, 2021",2021,concept,"[""S56-A015"", ""S56-A018"", ""S56-A019"", ""S56-A020""]",,,,,,,,,,,,,,,,,,,,
concept,CONCEPT-communication_musicale,registers/s80_transmission_structuring_registers.md,communication_musicale,CONCEPT-communication_musicale,,,,,,"[4, 6]",,,,,,Communication musicale,,,,,,,,,"[""S80""]","[""S80-A001"", ""S80-A004"", ""S80-A006"", ""S80-A007""]","Désigne l'ensemble des processus par lesquels Joy Division produit et transmet du sens — au-delà du modèle standard émetteur/message/récepteur (Shannon-Weaver). Permet d'analyser la pluralité des registres (verbal, corporel, sonore, visuel, pragmatique) à l'œuvre simultanément dans la pratique communicative du groupe.",,,,,,,,,,,,,,,,,
concept,CONCEPT-inarticulacy,registers/s80_transmission_structuring_registers.md,inarticulacy,CONCEPT-inarticulacy,,,,,,"[4, 6, 12]",,,,,,Inarticulacy,,,,,,,,,"[""S80"", ""S67""]","[""S80-A004"", ""S80-A005"", ""S80-A006"", ""S67-A003""]","Incapacité ou refus de l'articulation verbale comme stratégie expressive — valeur positive dans la culture rock (Frith 1983) et physiologique chez Curtis (mâchoire, larynx, souffle). Distinguer l'inarticulacy-performance (Haslam : inarticulacy made physical) de l'inarticulacy-composition (Curtis ne prononçant jamais ""communication"") et de l'inarticulacy-pathologique (traces vocales de l'épilepsie, Naiman).",,,,,,,,,,,,,,,,,
concept,CONCEPT-geno_song,registers/s80_transmission_structuring_registers.md,geno_song,CONCEPT-geno_song,,,,,,"[3, 6]",,,,,,Geno-song (Barthes),,,,,,,,,"[""S80"", ""S67""]","[""S80-A002"", ""S80-A004"", ""S67-A005""]","Au sens de Barthes (1977, 182) : la dimension du chant où la voix travaille le langage dans sa matérialité — non ce qu'il dit, mais la volupté de ses signifiants sonores. Concept central pour analyser la production de Hannett (conversion du pheno-song live en geno-song studio) et la valeur affective primaire (firstness peircéenne) de la musique de Joy Division.",,,,,,,,,,,,,,,,,
concept,CONCEPT-force_illocutoire_posthume,registers/s80_transmission_structuring_registers.md,force_illocutoire_posthume,CONCEPT-force_illocutoire_posthume,,,,,,"[4, 14]",,,,,,Force illocutoire posthume,,,,,,,,,"[""S80""]","[""S80-A005""]",Transformation rétroactive du statut pragmatique des paroles après la mort du locuteur. Les mêmes paroles acquièrent une force illocutoire différente (commissive vs. représentative) selon que Curtis est vivant ou mort. Concept mobilisable pour analyser la relecture posthume de la discographie de Joy Division et l'enjeu éthique de la réception.,,,,,,,,,,,,,,,,,
concept,CONCEPT-anti_image,registers/s80_transmission_structuring_registers.md,anti_image,CONCEPT-anti_image,,,,,,"[6, 14]",,,,,,Anti-image,,,,,,,,,"[""S80""]","[""S80-A003""]","Politique communicative délibérée de Joy Division consistant à refuser la construction d'une image promotionnelle conventionnelle : paroles cachées (Unknown Pleasures), textes non distribués (Gretton), couverture abstraite (Saville). Distinguer de l'obscurité accidentelle ou purement biographique. Concept clé pour le chapitre 6 (Transmission et identité visuelle) et le chapitre 14 (héritage de l'anti-image comme résistance).",,,,,,,,,,,,,,,,,
concept,CONCEPT-S62-001,registers/s62_introduction_structuring_registers.md,CONCEPT-S62-001 — absent-présent de Curtis,CONCEPT-S62-001,absent-présent de Curtis,,"Figure rhétorique et analytique désignant la manière dont Ian Curtis, mort en mai 1980, continue de structurer et de hanter les œuvres, les concerts, les expositions et les analyses de Joy Division et de New Order. L'absent-présent n'est pas une nostalgie mais une présence spectrale active qui oriente les réceptions et les productions culturelles ultérieures.
",,,"[""Chapitre 14"", ""Chapitre 12""]",,,,,,,S62,,"{""type"": [""concept_analytique"", ""concept_transversal""], ""stabilite"": ""stable"", ""niveau_consensus"": ""fort""}","S62 — Power, Dillane, Devereux, Introduction Heart and Soul, 2018","Martin J. Power, Aileen Dillane, Eoin Devereux, This Is the Way, Step Inside: Understanding Joy Division, 2018",2018,concept,,,,,absent presence of Ian Curtis,"{""fonction"": [""analyser le rôle de Curtis dans la réception posthume de Joy Division"", ""connecter True Faith (MIF 2017), Control (2007), 24HPP (2002) comme manifestations de ce motif"", ""relier à la hauntologie (S29, S63, S88)""]}","[""S62-A005"", ""S62-A008"", ""S62-A009""]","[{""type"": ""prolonge"", ""cible"": ""MYTH-Curtis""}, {""type"": ""converge_avec"", ""cible"": ""CONCEPT-S29-002""}]","[""transformer l'absent-présent en simple nostalgie"", ""sur-psychologiser la réception académique""]",,,,,,,,,,,,
concept,CONCEPT-S62-002,registers/s62_introduction_structuring_registers.md,CONCEPT-S62-002 — posture fan/chercheur (fan-scholar),CONCEPT-S62-002,posture fan/chercheur,,"Position épistémologique assumée par les auteurs de Heart and Soul : le chercheur sur la musique populaire est souvent aussi un fan déclaré, et cette double position ne compromet pas l'objectivité mais la rend plus réflexive. Les éditeurs affirment : « any perceived line between objective, critical engagement and fandom is not clear-cut. »
",,,"[""Chapitre 14""]",,,,,,,S62,,"{""type"": [""concept_methodologique"", ""concept_source_specifique""], ""stabilite"": ""stable"", ""niveau_consensus"": ""fort""}","S62 — Power, Dillane, Devereux, Introduction Heart and Soul, 2018","Martin J. Power, Aileen Dillane, Eoin Devereux, This Is the Way, Step Inside: Understanding Joy Division, 2018",2018,concept,,,,,fan-scholar posture,"{""fonction"": [""qualifier le statut épistémologique de l'ensemble du volume Heart and Soul (S62-S88)"", ""distinguer cette posture de la pure apologétique ou du reportage journalistique""]}","[""S62-A001"", ""S62-A009""]",,"[""utiliser ce concept pour relativiser toute critique des auteurs"", ""confondre réflexivité déclarée et neutralité""]",,,,,,,,,,,,
concept,CONCEPT-mythe_manchester_joy_division,registers/s78_nevarez_structuring_registers.md,Concepts,CONCEPT-mythe_manchester_joy_division,mythe Manchester / Joy Division,,"Construction interprétative selon laquelle Joy Division serait audible comme expression sonore de Manchester. Le mythe ne vient pas seulement du groupe ; il résulte de critiques, images, films, technologies d’écoute, récits urbains et patrimonialisation contemporaine.
",,,"[""Chapitre 1"", ""Chapitre 3"", ""Chapitre 13"", ""Chapitre 14""]","[""S78""]",,,,,,S78,,stabilise,"S78 — Nevarez, How Joy Division Came to Sound Like Manchester, 2013","Leonard Nevarez, How Joy Division Came to Sound Like Manchester: Myth and Ways of Listening in the Neoliberal City, 2013",2013,concept,"[""S78-A001"", ""S78-A002"", ""S78-A003"", ""S78-A020""]",,,,,,,,,,,,,,,,,,,,
concept,CONCEPT-triade_ecoute_urbaine,registers/s78_nevarez_structuring_registers.md,Concepts,CONCEPT-triade_ecoute_urbaine,triade production-réception-rétrospection,,"Grille critique qui distingue trois niveaux : production musicale, interprétation située des auditeurs et rétrospection historique par laquelle une musique est réentendue comme ville.
",,,"[""Chapitre 3"", ""Chapitre 10"", ""Chapitre 14""]","[""S78""]",,,,,,S78,,stabilise,"S78 — Nevarez, How Joy Division Came to Sound Like Manchester, 2013","Leonard Nevarez, How Joy Division Came to Sound Like Manchester: Myth and Ways of Listening in the Neoliberal City, 2013",2013,concept,"[""S78-A003""]",,,,,,,,,,,,,,,,,,,,
concept,CONCEPT-indexicalite_joy_division,registers/s78_nevarez_structuring_registers.md,Concepts,CONCEPT-indexicalite_joy_division,indexicalité Joy Division,,"Ambiguïté référentielle du signe Joy Division : musique, biographie, images et héritage ne produisent pas un sens stable ; ils reçoivent des référents selon les contextes sociaux, historiques et géographiques.
",,,"[""Chapitre 5"", ""Chapitre 10"", ""Chapitre 14""]","[""S78""]",,,,,,S78,,stabilise,"S78 — Nevarez, How Joy Division Came to Sound Like Manchester, 2013","Leonard Nevarez, How Joy Division Came to Sound Like Manchester: Myth and Ways of Listening in the Neoliberal City, 2013",2013,concept,"[""S78-A004"", ""S78-A005"", ""S78-A012""]",,,,,,,,,,,,,,,,,,,,
concept,CONCEPT-entrepreneur_interpretation_manchester,registers/s78_nevarez_structuring_registers.md,Concepts,CONCEPT-entrepreneur_interpretation_manchester,entrepreneur d’interprétation mancunienne,,"Acteur critique, médiatique ou institutionnel qui stabilise le lien entre Joy Division et Manchester en donnant au groupe un cadre urbain, affectif, visuel ou patrimonial.
",,,"[""Chapitre 8"", ""Chapitre 13"", ""Chapitre 14""]","[""S78""]",,,,,,S78,,stabilise,"S78 — Nevarez, How Joy Division Came to Sound Like Manchester, 2013","Leonard Nevarez, How Joy Division Came to Sound Like Manchester: Myth and Ways of Listening in the Neoliberal City, 2013",2013,concept,"[""S78-A010"", ""S78-A011"", ""S78-A016""]",,,,,,,,,,,,,,,,,,,,
concept,CONCEPT-image_indexicale_joy_division,registers/s78_nevarez_structuring_registers.md,Concepts,CONCEPT-image_indexicale_joy_division,image indexicale Joy Division,,"Image photographique ou filmique qui semble localiser Joy Division tout en demeurant ouverte : Epping Walk, tunnel londonien, neige, absence de signalétique, ville réelle ou mindscape.
",,,"[""Chapitre 5"", ""Chapitre 13"", ""Chapitre 14""]","[""S78""]",,,,,,S78,,stabilise,"S78 — Nevarez, How Joy Division Came to Sound Like Manchester, 2013","Leonard Nevarez, How Joy Division Came to Sound Like Manchester: Myth and Ways of Listening in the Neoliberal City, 2013",2013,concept,"[""S78-A012"", ""S78-A013""]",,,,,,,,,,,,,,,,,,,,
concept,CONCEPT-psychogeographie_audiovisuelle,registers/s78_nevarez_structuring_registers.md,Concepts,CONCEPT-psychogeographie_audiovisuelle,psychogéographie audiovisuelle,,"Médiation filmique qui articule musique, ville, images de friches, déplacements, publicités, lieux disparus et texte critique pour produire un Manchester sensible et rétrospectif.
",,,"[""Chapitre 10"", ""Chapitre 13"", ""Chapitre 14""]","[""S78""]",,,,,,S78,,stabilise,"S78 — Nevarez, How Joy Division Came to Sound Like Manchester, 2013","Leonard Nevarez, How Joy Division Came to Sound Like Manchester: Myth and Ways of Listening in the Neoliberal City, 2013",2013,concept,"[""S78-A013"", ""S78-A016"", ""S78-A017""]",,,,,,,,,,,,,,,,,,,,
concept,CONCEPT-manchester_neoliberale_musicale,registers/s78_nevarez_structuring_registers.md,Concepts,CONCEPT-manchester_neoliberale_musicale,Manchester néolibérale musicale,,"Régime urbain dans lequel la mémoire musicale, les lieux disparus, les circuits touristiques et les récits de creative city deviennent ressources pour la régénération, le branding et la consommation du lieu.
",,,"[""Chapitre 10"", ""Chapitre 13"", ""Chapitre 14""]","[""S78""]",,,,,,S78,,stabilise,"S78 — Nevarez, How Joy Division Came to Sound Like Manchester, 2013","Leonard Nevarez, How Joy Division Came to Sound Like Manchester: Myth and Ways of Listening in the Neoliberal City, 2013",2013,concept,"[""S78-A015"", ""S78-A017"", ""S78-A019""]",,,,,,,,,,,,,,,,,,,,
concept,CONCEPT-ecoute_mobile_patrimoniale,registers/s78_nevarez_structuring_registers.md,Concepts,CONCEPT-ecoute_mobile_patrimoniale,écoute mobile patrimoniale,,"Forme d’écoute contemporaine dans laquelle l’auditeur mobile transporte Joy Division dans la ville régénérée, combine musique, marche, exposition, tourisme et consommation d’authenticité.
",,,"[""Chapitre 10"", ""Chapitre 13"", ""Chapitre 14""]","[""S78""]",,,,,,S78,,stabilise,"S78 — Nevarez, How Joy Division Came to Sound Like Manchester, 2013","Leonard Nevarez, How Joy Division Came to Sound Like Manchester: Myth and Ways of Listening in the Neoliberal City, 2013",2013,concept,"[""S78-A018""]",,,,,,,,,,,,,,,,,,,,
concept,CONCEPT-lieu_reifie,registers/s78_nevarez_structuring_registers.md,Concepts,CONCEPT-lieu_reifie,lieu réifié,,"Effet critique par lequel les relations sociales, l’histoire urbaine et les fractures géographiques sont transformées en objet esthétique consommable : « Manchester » comme chose musicale.
",,,"[""Chapitre 13"", ""Chapitre 14""]","[""S78""]",,,,,,S78,,stabilise,"S78 — Nevarez, How Joy Division Came to Sound Like Manchester, 2013","Leonard Nevarez, How Joy Division Came to Sound Like Manchester: Myth and Ways of Listening in the Neoliberal City, 2013",2013,concept,"[""S78-A019"", ""S78-A020""]",,,,,,,,,,,,,,,,,,,,
concept,CONCEPT-solitude_communanza,registers/s31_allegri_structuring_registers.md,Concepts,CONCEPT-solitude_communanza,solitude et communanza,,"Tension entre isolement, incomunicabilité et production collective. Joy Division apparaît comme un groupe travaillé par la solitude de Curtis et par une communanza productive.
",,,"[""Chapitre 11"", ""Chapitre 14""]","[""S31""]",,,,,,S31,,stabilise,"S31 — Allegri, Living in the Ice Age, 2021","Giuseppe Allegri, Living in the Ice Age. Joy Division: un’impresa comune tra post-situazionismo e isolazionismo, 2021",2021,concept,"[""S31-A002"", ""S31-A011""]",,,,,,,,,,,,,,,,,,,,
concept,CONCEPT-joy_division_entreprise_commune,registers/s31_allegri_structuring_registers.md,Concepts,CONCEPT-joy_division_entreprise_commune,Joy Division comme entreprise commune,,"Lecture du groupe comme production située réunissant musiciens, managers, producteurs, graphistes, journalistes, clubs, studios et villes.
",,,"[""Chapitre 1"", ""Chapitre 6"", ""Chapitre 13""]","[""S31""]",,,,,,S31,,stabilise,"S31 — Allegri, Living in the Ice Age, 2021","Giuseppe Allegri, Living in the Ice Age. Joy Division: un’impresa comune tra post-situazionismo e isolazionismo, 2021",2021,concept,"[""S31-A003"", ""S31-A008""]",,,,,,,,,,,,,,,,,,,,
concept,CONCEPT-no_future_ouverture_fermeture,registers/s31_allegri_structuring_registers.md,Concepts,CONCEPT-no_future_ouverture_fermeture,No Future comme ouverture et fermeture,,"No Future désigne à la fois l’effondrement des horizons hérités et l’ouverture brève d’une possibilité de recommencement.
",,,"[""Chapitre 1"", ""Chapitre 11"", ""Chapitre 14""]","[""S31""]",,,,,,S31,,stabilise,"S31 — Allegri, Living in the Ice Age, 2021","Giuseppe Allegri, Living in the Ice Age. Joy Division: un’impresa comune tra post-situazionismo e isolazionismo, 2021",2021,concept,"[""S31-A005"", ""S31-A015""]",,,,,,,,,,,,,,,,,,,,
concept,CONCEPT-workfare_et_postpunk,registers/s31_allegri_structuring_registers.md,Concepts,CONCEPT-workfare_et_postpunk,Workfare et post-punk,,"Contexte de transition entre Welfare State et Workfare Society, dans lequel la précarisation devient l’arrière-plan d’une organisation culturelle expérimentale.
",,,"[""Chapitre 1"", ""Chapitre 11""]","[""S31""]",,,,,,S31,,stabilise,"S31 — Allegri, Living in the Ice Age, 2021","Giuseppe Allegri, Living in the Ice Age. Joy Division: un’impresa comune tra post-situazionismo e isolazionismo, 2021",2021,concept,"[""S31-A006""]",,,,,,,,,,,,,,,,,,,,
concept,CONCEPT-plateforme_urbaine_postpunk,registers/s31_allegri_structuring_registers.md,Concepts,CONCEPT-plateforme_urbaine_postpunk,plateforme urbaine post-punk,,"Transformation de caves, clubs, locaux, salles, studios et villes en dispositifs opératifs de production musicale, esthétique et politique.
",,,"[""Chapitre 1"", ""Chapitre 13""]","[""S31""]",,,,,,S31,,stabilise,"S31 — Allegri, Living in the Ice Age, 2021","Giuseppe Allegri, Living in the Ice Age. Joy Division: un’impresa comune tra post-situazionismo e isolazionismo, 2021",2021,concept,"[""S31-A007"", ""S31-A010""]",,,,,,,,,,,,,,,,,,,,
concept,CONCEPT-factory_dispositif_collectif,registers/s31_allegri_structuring_registers.md,Concepts,CONCEPT-factory_dispositif_collectif,Factory comme dispositif collectif,,"Factory est l’articulation de personnes, lieux, sons, images, affiches, clubs, management et production, plutôt qu’une simple maison de disques.
",,,"[""Chapitre 6"", ""Chapitre 13"", ""Chapitre 14""]","[""S31""]",,,,,,S31,,stabilise,"S31 — Allegri, Living in the Ice Age, 2021","Giuseppe Allegri, Living in the Ice Age. Joy Division: un’impresa comune tra post-situazionismo e isolazionismo, 2021",2021,concept,"[""S31-A008"", ""S31-A010""]",,,,,,,,,,,,,,,,,,,,
concept,CONCEPT-quinto_stato_creatif,registers/s31_allegri_structuring_registers.md,Concepts,CONCEPT-quinto_stato_creatif,Quinto Stato créatif,,"Ensemble de travailleurs et travailleuses intermittents, précaires, informels et temporaires engagés dans la production culturelle urbaine.
",,,"[""Chapitre 1"", ""Chapitre 13"", ""Chapitre 14""]","[""S31""]",,,,,,S31,,stabilise,"S31 — Allegri, Living in the Ice Age, 2021","Giuseppe Allegri, Living in the Ice Age. Joy Division: un’impresa comune tra post-situazionismo e isolazionismo, 2021",2021,concept,"[""S31-A009""]",,,,,,,,,,,,,,,,,,,,
