kind,id,file,heading,source_id,source_label,coverage,chapters,nature,status,priority,source_author,source_title,preuve,usage,prudence,source_short_title,source_year,workflow,date_integration,passage_atomise,statut_citationnel,article_author,article_title,volume,article_authors,version,date_atomisation,atomes,type,date_creation,type_unite,statut,fiabilite,atomes_source,dossier_source,source_drive,fichier_source_original,volume_contenant,auteur,titre,citation_directe,pages_pdf,annee_publication_en_ligne,annee_volume,source_url,fichier_source_recommande,publication,volume_numero,pagination,doi,licence,chapitres,chapitres_secondaires,niveau_preuve,pages_livre,passage,song_id,canonical_song,editeur,note_passage,distinct_from,atoms_file,relations_ids,atomisation_integrale,nb_atomes,nb_relations,previous_source_id,previous_source_redirect,source_id_requested_initially,titre_chapitre,titre_ouvrage,annee,edition,pages_utiles_pdf,source_auteur,source_titre,next_pass,source_part,date_revision,couverture,date_passe,legacy_id,relations,relations_file,note_numerotation,book_title,proof_level,date,identifiant_archive,publication_principale,pieces_incluses,auteur_section_manchester,section_utile,pages_utiles,section,annee_originale,annee_edition_us,source_fichier,lieu_edition,eisbn,titre_article,direction
metadata,NO_ID::sources/cope_moving_image_factory_video/atoms_dm_s84_moving_image_v2.md::406,sources/cope_moving_image_factory_video/atoms_dm_s84_moving_image_v2.md,"Atomes v2 — S84 — Cope, « Nothing Here Now but the Recordings », 2018",S84,"S84 — Cope, Moving Image Record of Joy Division and Factory Video Unit, 2018",,,,,,,,,,,"Nick Cope, Nothing Here Now but the Recordings: The Moving Image Record of Joy Division and the Factory Video Unit, 2018",2018,,,,,,,,,v2,2026-05-26,"[""S84-A001"", ""S84-A002"", ""S84-A003"", ""S84-A004"", ""S84-A005"", ""S84-A006"", ""S84-A007"", ""S84-A008"", ""S84-A009"", ""S84-A010"", ""S84-A011"", ""S84-A012"", ""S84-A013"", ""S84-A014"", ""S84-A015"", ""S84-A016"", ""S84-A017""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::sources/cummins_joy_division_visual_corpus/registres_specialises_s09.md::425,sources/cummins_joy_division_visual_corpus/registres_specialises_s09.md,"Compléments aux registres spécialisés — S09 — Cummins, *Joy Division*, 2010",S09,"S09 — Cummins, Joy Division, 2010",,,,,,,,,,,"Kevin Cummins, Joy Division, 2010",2010,,,,,,,,,,,,,,registres_specialises,integration_directe,forte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::sources/cummins_joy_division_visual_corpus/registres_structurants_s09.md::432,sources/cummins_joy_division_visual_corpus/registres_structurants_s09.md,"Compléments aux registres structurants — S09 — Cummins, *Joy Division*, 2010",S09,"S09 — Cummins, Joy Division, 2010",,,,,,,,,,,"Kevin Cummins, Joy Division, 2010",2010,,,,,,,,,,,,,,registres_structurants,integration_directe,forte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::sources/cummins_joy_division_visual_corpus/relations_stabilisees.md::446,sources/cummins_joy_division_visual_corpus/relations_stabilisees.md,"Relations stabilisées — S09 — Cummins, *Joy Division*, 2010",S09,"S09 — Cummins, Joy Division, 2010",,,,,,,,,,,"Kevin Cummins, Joy Division, 2010",2010,,,,,,,,,,,,,,relations_stabilisees,integration_directe,forte,"[""S09-A001"", ""S09-A002"", ""S09-A003"", ""S09-A004"", ""S09-A005"", ""S09-A006"", ""S09-A007"", ""S09-A008"", ""S09-A009"", ""S09-A010""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::sources/cummins_joy_division_visual_corpus/source.md::455,sources/cummins_joy_division_visual_corpus/source.md,Consignes pour les futurs atomes,S09,"S09 — Cummins, Joy Division, 2010",,,,,,,,source visuelle primaire éditorialisée,"iconographie, Kevin Cummins, photographie, Joy Division, Manchester, Hulme, Epping Walk, noir et blanc, posture, géographie émotionnelle, mémoire visuelle","ne pas utiliser comme source factuelle principale ; vérifier page, date, lieu, légende et droits avant reproduction ou citation iconographique","Kevin Cummins, Joy Division, 2010",2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::sources/curtis_savage_so_this_is_permanence/atoms_dm_s79_editorial_note_v2.md::467,sources/curtis_savage_so_this_is_permanence/atoms_dm_s79_editorial_note_v2.md,Atomes v2 — S79 — note éditoriale,S79,"S79 — Curtis, So This Is Permanence, 2014",,,,,,,,,,,"Ian Curtis, So This Is Permanence: Joy Division Lyrics and Notebooks, 2014",2014,,,,,,,,,,,,,,corpus_atomes,verifie,,,,,,,,,,29-30,,,,,,,,,,,,,xxix-xxx,Editorial Note,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::sources/curtis_savage_so_this_is_permanence/atoms_dm_s79_failures_v2.md::478,sources/curtis_savage_so_this_is_permanence/atoms_dm_s79_failures_v2.md,Atomes v2 — S79 — « Failures »,S79,"S79 — Curtis, So This Is Permanence, 2014",,,,,,,,,,,"Ian Curtis, So This Is Permanence: Joy Division Lyrics and Notebooks, 2014",2014,,,,,,,,,,,,,,corpus_atomes,verifie,,,,,,,,,,45-47,,,,,,,,,,,,,15-17,The handwritten lyrics — Failures,JD-SONG-042,Failures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::sources/curtis_savage_so_this_is_permanence/atoms_dm_s79_foreword_deborah_v2.md::487,sources/curtis_savage_so_this_is_permanence/atoms_dm_s79_foreword_deborah_v2.md,Atomes v2 — S79 — Préface de Deborah Curtis (pp. vii–xi),S79,"S79 — Curtis, So This Is Permanence, 2014",,,,,,,,,,,"Ian Curtis, So This Is Permanence: Joy Division Lyrics and Notebooks, 2014",2014,,,,,,,,,,,,,,corpus_atomes,verifie,,,,,,,,,,~4-8,,,,,,,,,,,,,vii-xi,Foreword by Deborah Curtis,,,Deborah Curtis,"La préface est un témoignage direct de Deborah Curtis sur les pratiques d'écriture d'Ian, la matérialité des manuscrits, les silences conjugaux, l'épilepsie et la révélation de LWTUA. Source de première main, fiabilité forte pour les faits domestiques et biographiques ; à croiser avec les sources secondaires pour les interprétations.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::sources/curtis_savage_so_this_is_permanence/atoms_dm_s79_handwritten_songs_v2.md::495,sources/curtis_savage_so_this_is_permanence/atoms_dm_s79_handwritten_songs_v2.md,Atomes v2 — S79 — Section manuscrits : chansons restantes,S79,"S79 — Curtis, So This Is Permanence, 2014",,,,,,,,,,,"Ian Curtis, So This Is Permanence: Joy Division Lyrics and Notebooks, 2014",2014,,,,,,,,,,,,,,corpus_atomes,verifie,,,,,,,,,,~54-131,,,,,,,,,,,,,23-101,The handwritten lyrics — chansons restantes (non atomisées),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::sources/curtis_savage_so_this_is_permanence/atoms_dm_s79_ice_age_v2.md::525,sources/curtis_savage_so_this_is_permanence/atoms_dm_s79_ice_age_v2.md,Atomes v2 — S79 — « Ice Age »,S79,"S79 — Curtis, So This Is Permanence, 2014",,,,,,,,,,,"Ian Curtis, So This Is Permanence: Joy Division Lyrics and Notebooks, 2014",2014,,,,,,,,,,,,,,corpus_atomes,verifie,,,,,,,,,,48-49,,,,,,,,,,,,,18-19,The handwritten lyrics — Ice Age,JD-SONG-032,Ice Age,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::sources/curtis_savage_so_this_is_permanence/atoms_dm_s79_intro_savage_fin_v2.md::534,sources/curtis_savage_so_this_is_permanence/atoms_dm_s79_intro_savage_fin_v2.md,"Atomes v2 — S79 — Introduction de Jon Savage (fin, pp. xxv–xxviii)",S79,"S79 — Curtis, So This Is Permanence, 2014",,,,,,,,,,,"Ian Curtis, So This Is Permanence: Joy Division Lyrics and Notebooks, 2014",2014,,,,,,,,,,,,,,corpus_atomes,verifie,,,,,,,,,,~25-28,,,,,,,,,,,,,xxv-xxviii,Introduction by Jon Savage (fin),,,Jon Savage,"Dernière partie de l'introduction de Savage. Elle documente la politique éditoriale de Gretton (refus de publier les paroles), l'aveuglement collectif de l'entourage, l'auto-dissimulation de Curtis, la confrontation Deborah/New Dawn Fades, la chronologie 1980, le glissement lyrique de Closer, la genèse de The Eternal et de Komakino, les sessions Britannia Row, la thèse finale sur la connexion humaine et la note manuscrite « Reality is only a term ». Fiabilité historiographique forte ; témoignages Sumner et Hook à croiser avec S35/S41.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::sources/curtis_savage_so_this_is_permanence/atoms_dm_s79_intro_savage_milieu_v2.md::547,sources/curtis_savage_so_this_is_permanence/atoms_dm_s79_intro_savage_milieu_v2.md,"Atomes v2 — S79 — Introduction Savage (milieu, pp. xxi–xxiv)",S79,"S79 — Curtis, So This Is Permanence, 2014",,,,,,,,,,,"Ian Curtis, So This Is Permanence: Joy Division Lyrics and Notebooks, 2014",2014,,,,,,,,,,,,,,corpus_atomes,verifie,,,,,,,,,,~21-24,,,,,,,,,,,,,xxi-xxiv,Introduction by Jon Savage (milieu),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::sources/curtis_savage_so_this_is_permanence/atoms_dm_s79_intro_savage_v2.md::565,sources/curtis_savage_so_this_is_permanence/atoms_dm_s79_intro_savage_v2.md,Atomes v2 — S79 — Introduction de Jon Savage (pp. xiii–xx),S79,"S79 — Curtis, So This Is Permanence, 2014",,,,,,,,,,,"Ian Curtis, So This Is Permanence: Joy Division Lyrics and Notebooks, 2014",2014,,,,,,,,,,,,,,corpus_atomes,verifie,,,,,,,,,,~9-20,,,,,,,,,,,,,xiii-xx,Introduction by Jon Savage,,,Jon Savage,"L'introduction de Savage est un texte critique argumenté, non biographique. Elle propose une lecture analytique de LWTUA, une histoire culturelle de l'autodidaxie manchestérienne, une généalogie du nom « Joy Division » et une théorie de la tension fiction/autobiographie dans les paroles de Curtis. Fiabilité historiographique forte ; interprétations à qualifier.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::sources/curtis_savage_so_this_is_permanence/atoms_dm_s79_leaders_of_men_v2.md::578,sources/curtis_savage_so_this_is_permanence/atoms_dm_s79_leaders_of_men_v2.md,Atomes v2 — S79 — « Leaders of Men »,S79,"S79 — Curtis, So This Is Permanence, 2014",,,,,,,,,,,"Ian Curtis, So This Is Permanence: Joy Division Lyrics and Notebooks, 2014",2014,,,,,,,,,,,,,,corpus_atomes,verifie,,,,,,,,,,36-39,,,,,,,,,,,,,6-9,The handwritten lyrics — Leaders of Men,JD-SONG-041,Leaders of Men,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::sources/curtis_savage_so_this_is_permanence/atoms_dm_s79_no_love_lost_v2.md::587,sources/curtis_savage_so_this_is_permanence/atoms_dm_s79_no_love_lost_v2.md,Atomes v2 — S79 — « No Love Lost »,S79,"S79 — Curtis, So This Is Permanence, 2014",,,,,,,,,,,"Ian Curtis, So This Is Permanence: Joy Division Lyrics and Notebooks, 2014",2014,,,,,,,,,,,,,,corpus_atomes,verifie,,,,,,,,,,41-43,,,,,,,,,,,,,11-13,The handwritten lyrics — No Love Lost,JD-SONG-040,No Love Lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::sources/curtis_savage_so_this_is_permanence/atoms_dm_s79_the_kill_v2.md::596,sources/curtis_savage_so_this_is_permanence/atoms_dm_s79_the_kill_v2.md,Atomes v2 — S79 — « The Kill (Warsaw) »,S79,"S79 — Curtis, So This Is Permanence, 2014",,,,,,,,,,,"Ian Curtis, So This Is Permanence: Joy Division Lyrics and Notebooks, 2014",2014,,,,,,,,,,,,,,corpus_atomes,verifie,,,,,,,,,,50-51,,,,,,,,,,,,,20-21,The handwritten lyrics — The Kill,JD-SONG-051,The Kill (Warsaw),,,JD-SONG-030 — The Kill (Still),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::sources/curtis_savage_so_this_is_permanence/atoms_dm_s79_warsaw_v2.md::605,sources/curtis_savage_so_this_is_permanence/atoms_dm_s79_warsaw_v2.md,Atomes v2 — S79 — « Warsaw »,S79,"S79 — Curtis, So This Is Permanence, 2014",,,,,,,,,,,"Ian Curtis, So This Is Permanence: Joy Division Lyrics and Notebooks, 2014",2014,,,,,,,,,,,,,,corpus_atomes,verifie,,,,,,,,,,32-35,,,,,,,,,,,,,2-5,The handwritten lyrics — Warsaw,JD-SONG-043,Warsaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::sources/curtis_savage_so_this_is_permanence/registers_update_s79_failures.md::612,sources/curtis_savage_so_this_is_permanence/registers_update_s79_failures.md,Compléments de registres — S79 — « Failures »,S79,"S79 — Curtis, So This Is Permanence, 2014",The handwritten lyrics — Failures ; p. PDF 45-47 ; p. livre 15-17,,,,,,,,,,"Ian Curtis, So This Is Permanence: Joy Division Lyrics and Notebooks, 2014",2014,,,,,,,,,,,,,,registers_update,,,,,,,,,,,,,,,,,,,,,,,,,,JD-SONG-042,Failures,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::sources/curtis_savage_so_this_is_permanence/registers_update_s79_ice_age.md::615,sources/curtis_savage_so_this_is_permanence/registers_update_s79_ice_age.md,Compléments de registres — S79 — « Ice Age »,S79,"S79 — Curtis, So This Is Permanence, 2014",The handwritten lyrics — Ice Age ; p. PDF 48-49 ; p. livre 18-19,,,,,,,,,,"Ian Curtis, So This Is Permanence: Joy Division Lyrics and Notebooks, 2014",2014,,,,,,,,,,,,,,registers_update,,,,,,,,,,,,,,,,,,,,,,,,,,JD-SONG-032,Ice Age,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::sources/curtis_savage_so_this_is_permanence/registers_update_s79_the_kill.md::618,sources/curtis_savage_so_this_is_permanence/registers_update_s79_the_kill.md,Compléments de registres — S79 — « The Kill (Warsaw) »,S79,"S79 — Curtis, So This Is Permanence, 2014",The handwritten lyrics — The Kill (Warsaw) ; p. PDF 50-51 ; p. livre 20-21,,,,,,,,,,"Ian Curtis, So This Is Permanence: Joy Division Lyrics and Notebooks, 2014",2014,,,,,,,,,,,,,,registers_update,,,,,,,,,,,,,,,,,,,,,,,,,,JD-SONG-051,The Kill (Warsaw),,,JD-SONG-030 — The Kill (Still),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::sources/curtis_savage_so_this_is_permanence/registers_update_s79_warsaw.md::621,sources/curtis_savage_so_this_is_permanence/registers_update_s79_warsaw.md,Compléments de registres — S79 — « Warsaw »,S79,"S79 — Curtis, So This Is Permanence, 2014",The handwritten texts — Warsaw ; p. PDF 32-35 ; p. livre 2-5,,,,,,,,,,"Ian Curtis, So This Is Permanence: Joy Division Lyrics and Notebooks, 2014",2014,,,,,,,,,,,,,,registers_update,,,,,,,,,,,,,,,,,,,,,,,,,,JD-SONG-043,Warsaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::sources/curtis_savage_so_this_is_permanence/relations_s79_failures_v2.md::624,sources/curtis_savage_so_this_is_permanence/relations_s79_failures_v2.md,Relations stabilisées — S79 — « Failures »,S79,"S79 — Curtis, So This Is Permanence, 2014",The handwritten lyrics — Failures ; p. PDF 45-47 ; p. livre 15-17,,,,,,,,,,"Ian Curtis, So This Is Permanence: Joy Division Lyrics and Notebooks, 2014",2014,,,,,,,,,,,,,,relations,stabilise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sources/curtis_savage_so_this_is_permanence/atoms_dm_s79_failures_v2.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::sources/curtis_savage_so_this_is_permanence/relations_s79_foreword_deborah_v2.md::631,sources/curtis_savage_so_this_is_permanence/relations_s79_foreword_deborah_v2.md,Relations stabilisées — S79 — Préface de Deborah Curtis,S79,"S79 — Curtis, So This Is Permanence, 2014",,,,,,,,,,,"Ian Curtis, So This Is Permanence: Joy Division Lyrics and Notebooks, 2014",2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vii-xi,Foreword by Deborah Curtis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::sources/curtis_savage_so_this_is_permanence/relations_s79_handwritten_songs_v2.md::638,sources/curtis_savage_so_this_is_permanence/relations_s79_handwritten_songs_v2.md,Relations stabilisées — S79 — Section manuscrits : chansons restantes,S79,"S79 — Curtis, So This Is Permanence, 2014",,,,,,,,,,,"Ian Curtis, So This Is Permanence: Joy Division Lyrics and Notebooks, 2014",2014,,,,,,,,,,,,,,,,,,,,,,,,,~54-131,,,,,,,,,,,,,23-101,The handwritten lyrics — chansons restantes,,,,,,,R-S79-057 à R-S79-068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::sources/curtis_savage_so_this_is_permanence/relations_s79_ice_age_v2.md::651,sources/curtis_savage_so_this_is_permanence/relations_s79_ice_age_v2.md,Relations stabilisées — S79 — Ice Age,S79,"S79 — Curtis, So This Is Permanence, 2014",Ice Age ; p. PDF 48-49 ; p. livre 18-19,,,,,,,,,,"Ian Curtis, So This Is Permanence: Joy Division Lyrics and Notebooks, 2014",2014,,,,,,,,,,,,,,relations,stabilise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sources/curtis_savage_so_this_is_permanence/atoms_dm_s79_ice_age_v2.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::sources/curtis_savage_so_this_is_permanence/relations_s79_intro_savage_fin_v2.md::658,sources/curtis_savage_so_this_is_permanence/relations_s79_intro_savage_fin_v2.md,"Relations stabilisées — S79 — Introduction de Jon Savage (fin, pp. xxv–xxviii)",S79,"S79 — Curtis, So This Is Permanence, 2014",,,,,,,,,,,"Ian Curtis, So This Is Permanence: Joy Division Lyrics and Notebooks, 2014",2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,xxv-xxviii,Introduction by Jon Savage (fin),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::sources/curtis_savage_so_this_is_permanence/relations_s79_intro_savage_milieu_v2.md::666,sources/curtis_savage_so_this_is_permanence/relations_s79_intro_savage_milieu_v2.md,"Relations stabilisées — S79 — Introduction Savage (milieu, pp. xxi–xxiv)",S79,"S79 — Curtis, So This Is Permanence, 2014",,,,,,,,,,,"Ian Curtis, So This Is Permanence: Joy Division Lyrics and Notebooks, 2014",2014,,,,,,,,,,,,,,,,,,,,,,,,,~21-24,,,,,,,,,,,,,xxi-xxiv,Introduction by Jon Savage (milieu),,,,,,,R-S79-044 à R-S79-056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::sources/curtis_savage_so_this_is_permanence/relations_s79_intro_savage_v2.md::680,sources/curtis_savage_so_this_is_permanence/relations_s79_intro_savage_v2.md,Relations stabilisées — S79 — Introduction de Jon Savage,S79,"S79 — Curtis, So This Is Permanence, 2014",,,,,,,,,,,"Ian Curtis, So This Is Permanence: Joy Division Lyrics and Notebooks, 2014",2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,xiii-xx,Introduction by Jon Savage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::sources/curtis_savage_so_this_is_permanence/relations_s79_leaders_of_men_v2.md::689,sources/curtis_savage_so_this_is_permanence/relations_s79_leaders_of_men_v2.md,Relations stabilisées — S79 — « Leaders of Men »,S79,"S79 — Curtis, So This Is Permanence, 2014",The handwritten lyrics — Leaders of Men ; p. PDF 36-39,,,,,,,,,,"Ian Curtis, So This Is Permanence: Joy Division Lyrics and Notebooks, 2014",2014,,,,,,,,,,,,,,relations,stabilise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sources/curtis_savage_so_this_is_permanence/atoms_dm_s79_leaders_of_men_v2.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::sources/curtis_savage_so_this_is_permanence/relations_s79_nll_v2.md::696,sources/curtis_savage_so_this_is_permanence/relations_s79_nll_v2.md,Relations stabilisées — S79 — NLL,S79,"S79 — Curtis, So This Is Permanence, 2014",p. PDF 41-43 ; p. livre 11-13,,,,,,,,,,"Ian Curtis, So This Is Permanence: Joy Division Lyrics and Notebooks, 2014",2014,,,,,,,,,,,,,,relations,stabilise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sources/curtis_savage_so_this_is_permanence/atoms_dm_s79_no_love_lost_v2.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metadata,NO_ID::sources/curtis_savage_so_this_is_permanence/relations_s79_the_kill_v2.md::698,sources/curtis_savage_so_this_is_permanence/relations_s79_the_kill_v2.md,Relations stabilisées — S79 — The Kill (Warsaw),S79,"S79 — Curtis, So This Is Permanence, 2014",The Kill (Warsaw) ; p. PDF 50-51 ; p. livre 20-21,,,,,,,,,,"Ian Curtis, So This Is Permanence: Joy Division Lyrics and Notebooks, 2014",2014,,,,,,,,,,,,,,relations,stabilise,,,,,,,,,,,,,,,,,,,,,,,,,JD-SONG-051,The Kill (Warsaw),,,JD-SONG-030 — The Kill (Still),sources/curtis_savage_so_this_is_permanence/atoms_dm_s79_the_kill_v2.md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
